SA2,SA2 Name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance (income units),,,,,,,,,,,,,,,,,,,,,
21091,Phillip Island,<5,<5,"2,085",13,341,6,166,334,441,813,617,735,239,445,54,129,<5,"3,178",7,0,13,0,<5,<5,26,27,924,,,,,,,,,,,,,,,,,,,,,
21092,Wilsons Promontory,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
21093,Wonthaggi - Inverloch,<5,7,"4,451",24,781,10,322,651,"1,192","1,632","1,190","1,580",549,"1,007",92,273,<5,"7,115",12,0,19,0,10,10,92,73,"1,821",,,,,,,,,,,,,,,,,,,,,
21094,Churchill,7,<5,"1,238",25,409,11,198,211,528,792,639,989,351,493,48,196,<5,"2,492",7,<5,<5,0,<5,5,84,150,621,,,,,,,,,,,,,,,,,,,,,
21095,Moe - Newborough,6,6,"2,836",27,783,11,379,195,"1,325","1,375","1,158","1,535",355,"1,146",73,363,<5,"5,640",<5,5,19,0,7,6,147,92,"1,616",,,,,,,,,,,,,,,,,,,,,
21096,Morwell,12,11,"2,307",37,784,19,413,178,"1,421","1,325","1,132","1,677",378,"1,287",89,368,<5,"5,237",5,9,12,<5,<5,8,202,82,"1,807",,,,,,,,,,,,,,,,,,,,,
21097,Traralgon,<5,9,"3,272",37,819,42,338,353,"1,127","1,863","1,531","1,855",555,"1,041",88,440,<5,"5,905",5,5,21,0,5,5,179,152,"1,870",,,,,,,,,,,,,,,,,,,,,
21098,Yallourn North - Glengarry,0,<5,423,5,140,5,57,45,165,272,203,300,107,141,12,56,<5,797,<5,0,<5,0,<5,<5,20,23,152,,,,,,,,,,,,,,,,,,,,,
21099,Alps - West,0,0,<5,0,<5,0,<5,0,<5,<5,<5,<5,<5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21100,Longford - Loch Sport,0,<5,725,6,193,<5,88,88,246,212,158,284,92,200,11,31,<5,"1,236",<5,0,5,0,0,<5,19,8,169,,,,,,,,,,,,,,,,,,,,,
21101,Maffra,<5,5,"1,893",13,463,17,203,259,555,959,734,944,335,464,41,169,<5,"3,185",<5,0,<5,<5,<5,<5,54,52,673,,,,,,,,,,,,,,,,,,,,,
21102,Rosedale,0,<5,385,<5,116,<5,55,46,140,268,185,272,83,155,17,43,0,713,0,0,<5,0,<5,<5,21,16,174,,,,,,,,,,,,,,,,,,,,,
21103,Sale,5,<5,"1,893",17,512,16,249,287,711,"1,097",914,"1,147",347,639,61,225,0,"3,537",7,<5,7,0,0,5,132,78,"1,180",,,,,,,,,,,,,,,,,,,,,
21104,Yarram,0,0,942,<5,189,<5,94,135,295,365,271,387,114,230,12,66,<5,"1,566",<5,0,7,0,<5,<5,23,21,306,,,,,,,,,,,,,,,,,,,,,
21105,Brunswick,15,<5,"1,831",212,539,<5,201,191,650,552,429,"1,578",892,682,29,63,<5,"3,054",6,5,6,0,7,<5,46,568,"1,406",,,,,,,,,,,,,,,,,,,,,
21106,Brunswick East,5,0,727,86,193,<5,54,84,208,230,194,670,394,266,11,24,0,"1,128",5,<5,<5,0,<5,<5,15,242,583,,,,,,,,,,,,,,,,,,,,,
21107,Brunswick West,0,0,"1,129",100,356,<5,119,129,436,390,323,836,433,407,14,56,0,"1,975",0,<5,<5,0,7,6,32,273,799,,,,,,,,,,,,,,,,,,,,,
21108,Coburg,7,<5,"2,689",133,940,13,336,215,827,972,761,"1,718",849,787,59,100,0,"4,331",8,6,9,0,12,<5,56,438,"1,286",,,,,,,,,,,,,,,,,,,,,
21109,Pascoe Vale South,<5,<5,917,19,353,10,97,150,198,354,263,501,224,203,10,34,<5,"1,385",<5,<5,<5,0,<5,<5,8,93,292,,,,,,,,,,,,,,,,,,,,,
21110,Alphington - Fairfield,<5,<5,624,41,155,<5,38,131,269,215,171,422,251,142,7,34,<5,"1,061",<5,<5,<5,0,0,0,12,117,364,,,,,,,,,,,,,,,,,,,,,
21111,Northcote,6,<5,"2,051",143,598,6,173,307,534,558,443,"1,206",640,542,13,63,0,"3,114",5,0,10,0,6,<5,37,343,896,,,,,,,,,,,,,,,,,,,,,
21112,Thornbury,5,<5,"1,731",121,461,9,129,179,561,606,458,"1,091",561,510,20,84,0,"2,767",6,<5,<5,0,7,<5,27,284,945,,,,,,,,,,,,,,,,,,,,,
21113,Ascot Vale,<5,0,997,47,339,12,119,191,441,566,484,893,363,482,57,110,<5,"1,935",<5,5,9,0,0,0,32,200,455,,,,,,,,,,,,,,,,,,,,,
21114,Essendon - Aberfeldie,<5,<5,"1,934",58,536,13,137,559,444,773,603,"1,026",441,405,25,71,0,"2,916",<5,<5,7,0,<5,<5,22,224,"1,018",,,,,,,,,,,,,,,,,,,,,
21115,Flemington,0,0,654,35,213,5,120,60,403,498,449,832,331,511,47,135,0,"1,577",<5,8,8,0,<5,0,46,213,350,,,,,,,,,,,,,,,,,,,,,
21116,Moonee Ponds,<5,<5,"1,275",45,307,<5,68,259,268,305,242,594,301,234,11,31,<5,"1,803",5,<5,6,0,<5,0,13,158,444,,,,,,,,,,,,,,,,,,,,,
21117,Carlton,19,<5,548,84,164,<5,96,147,447,398,360,"1,041",599,481,49,92,0,"1,432",<5,<5,9,0,0,0,35,463,617,,,,,,,,,,,,,,,,,,,,,
21118,Docklands,<5,0,164,14,47,0,12,80,69,190,167,258,109,97,9,18,0,307,<5,0,<5,0,0,0,<5,74,244,,,,,,,,,,,,,,,,,,,,,
21119,East Melbourne,0,0,185,14,20,0,<5,108,38,29,26,112,77,45,0,<5,0,252,0,0,0,0,0,0,0,39,120,,,,,,,,,,,,,,,,,,,,,
21120,Flemington Racecourse,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21121,Kensington,<5,0,610,49,163,6,75,74,323,310,250,581,291,274,19,49,<5,"1,202",5,10,7,0,0,0,16,175,326,,,,,,,,,,,,,,,,,,,,,
21122,Melbourne,9,<5,339,46,86,<5,35,107,310,370,324,"1,010",494,505,14,37,0,902,<5,<5,6,0,0,0,43,373,790,,,,,,,,,,,,,,,,,,,,,
21123,North Melbourne,6,0,724,91,175,7,77,143,586,620,525,"1,352",701,710,51,126,<5,"1,860",<5,15,14,0,<5,<5,32,496,"1,061",,,,,,,,,,,,,,,,,,,,,
21124,Parkville,49,7,246,44,40,<5,15,100,96,97,86,568,444,106,9,15,0,409,0,0,0,0,0,0,11,397,583,,,,,,,,,,,,,,,,,,,,,
21125,South Yarra - West,<5,<5,249,18,28,0,6,182,37,64,50,155,75,66,<5,<5,0,326,<5,<5,0,0,0,0,<5,47,160,,,,,,,,,,,,,,,,,,,,,
21126,Southbank,5,<5,245,31,51,0,15,157,94,214,197,430,205,186,11,17,0,453,<5,<5,5,0,0,0,13,124,335,,,,,,,,,,,,,,,,,,,,,
21127,West Melbourne,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
21128,Albert Park,<5,0,924,25,191,<5,41,453,200,228,187,333,146,126,9,21,0,"1,290",<5,<5,<5,0,<5,0,5,72,325,,,,,,,,,,,,,,,,,,,,,
21129,Elwood,<5,<5,619,58,127,<5,31,188,247,392,339,528,215,272,9,59,<5,"1,095",<5,<5,<5,0,0,0,8,110,631,,,,,,,,,,,,,,,,,,,,,
21130,Port Melbourne,<5,0,"1,124",25,299,<5,120,352,505,378,323,474,151,321,<5,52,<5,"2,014",<5,<5,7,0,<5,<5,27,72,349,,,,,,,,,,,,,,,,,,,,,
21131,Port Melbourne Industrial,0,0,<5,0,<5,0,0,<5,0,0,0,<5,<5,<5,0,0,0,5,0,0,0,0,0,0,0,<5,<5,,,,,,,,,,,,,,,,,,,,,
21132,South Melbourne,<5,<5,755,28,203,<5,87,191,560,317,282,496,169,400,16,83,<5,"1,728",<5,7,6,0,0,<5,24,81,441,,,,,,,,,,,,,,,,,,,,,
21133,St Kilda,9,6,"1,249",99,217,<5,94,252,"1,129",471,412,"1,063",405,848,18,83,<5,"3,036",11,9,13,0,<5,<5,44,246,"1,870",,,,,,,,,,,,,,,,,,,,,
21134,St Kilda East,0,<5,836,67,173,<5,57,143,488,443,378,734,308,391,23,51,<5,"1,655",5,<5,7,0,0,<5,23,173,"1,022",,,,,,,,,,,,,,,,,,,,,
21135,Armadale,<5,0,542,15,92,0,21,241,114,149,130,260,122,85,<5,22,0,766,0,0,<5,0,0,0,<5,86,365,,,,,,,,,,,,,,,,,,,,,
21136,Prahran - Windsor,<5,<5,"1,345",66,261,<5,77,249,484,275,228,742,406,396,11,31,<5,"2,136",<5,9,11,0,<5,<5,19,281,750,,,,,,,,,,,,,,,,,,,,,
21137,South Yarra - East,<5,<5,865,61,227,<5,110,236,456,354,316,642,317,337,15,76,0,"1,717",<5,7,12,0,0,0,29,207,539,,,,,,,,,,,,,,,,,,,,,
21138,Toorak,0,<5,498,23,104,<5,21,372,116,138,116,289,132,119,5,10,0,718,<5,0,<5,0,0,0,<5,79,308,,,,,,,,,,,,,,,,,,,,,
21139,Abbotsford,<5,<5,381,42,83,0,35,79,193,122,103,296,170,152,<5,9,0,703,0,0,<5,0,0,0,10,93,357,,,,,,,,,,,,,,,,,,,,,
21140,Carlton North - Princes Hill,<5,<5,401,70,83,0,28,224,101,163,143,420,249,167,<5,31,0,659,<5,0,0,0,<5,<5,15,187,346,,,,,,,,,,,,,,,,,,,,,
21141,Collingwood,<5,<5,375,60,121,5,66,31,397,421,391,663,257,445,42,139,<5,"1,205",0,7,<5,0,0,0,28,118,255,,,,,,,,,,,,,,,,,,,,,
21142,Fitzroy,5,<5,538,65,179,0,106,101,480,426,393,721,279,472,55,126,<5,"1,483",<5,<5,<5,0,0,<5,18,170,562,,,,,,,,,,,,,,,,,,,,,
21143,Fitzroy North,<5,<5,834,92,178,7,61,192,342,230,187,593,320,275,14,31,0,"1,433",<5,5,11,0,<5,<5,18,208,502,,,,,,,,,,,,,,,,,,,,,
21144,Richmond (Vic.),<5,<5,"1,807",124,453,7,212,277,840,738,635,"1,367",660,856,66,147,0,"3,537",<5,13,23,<5,<5,<5,44,396,825,,,,,,,,,,,,,,,,,,,,,
21145,Yarra - North,<5,<5,487,38,129,<5,32,174,257,144,114,348,196,145,7,14,0,890,0,<5,<5,0,0,0,10,126,378,,,,,,,,,,,,,,,,,,,,,
21146,Ashburton (Vic.),0,0,520,10,150,7,42,209,202,186,142,300,131,95,7,25,0,874,<5,<5,<5,0,<5,<5,11,63,126,,,,,,,,,,,,,,,,,,,,,
21147,Balwyn,<5,<5,"1,113",15,245,6,50,611,205,434,317,608,285,154,20,26,0,"1,553",<5,7,<5,0,<5,0,9,156,401,,,,,,,,,,,,,,,,,,,,,
21148,Balwyn North,0,0,"1,136",22,326,11,79,724,179,598,374,732,350,180,11,24,0,"1,571",<5,<5,6,0,0,<5,10,177,359,,,,,,,,,,,,,,,,,,,,,
21149,Camberwell,<5,0,"1,338",34,291,10,40,785,206,396,310,659,353,126,<5,27,<5,"1,772",<5,5,5,0,0,<5,15,202,428,,,,,,,,,,,,,,,,,,,,,
21150,Glen Iris - East,<5,0,743,22,227,10,33,547,129,266,190,449,234,77,<5,18,0,"1,017",0,7,<5,0,<5,0,<5,143,219,,,,,,,,,,,,,,,,,,,,,
21151,Hawthorn,5,<5,728,80,174,<5,29,484,290,287,241,843,574,192,8,22,0,"1,215",<5,<5,5,0,<5,0,17,490,863,,,,,,,,,,,,,,,,,,,,,
21152,Hawthorn East,<5,0,679,42,136,<5,24,361,215,249,198,518,320,126,<5,23,0,"1,045",0,0,8,0,0,0,10,220,465,,,,,,,,,,,,,,,,,,,,,
21153,Kew,<5,0,"1,165",52,270,5,44,739,429,379,284,784,440,240,13,25,0,"1,870",0,<5,9,0,0,<5,8,275,736,,,,,,,,,,,,,,,,,,,,,
21154,Kew East,0,0,446,10,118,<5,20,189,61,141,105,228,96,70,<5,15,<5,593,0,<5,0,0,0,0,6,47,138,,,,,,,,,,,,,,,,,,,,,
21155,Surrey Hills (West) - Canterbury,<5,0,891,17,189,12,25,591,139,249,182,468,237,111,6,18,0,"1,206",0,<5,<5,0,0,0,<5,136,309,,,,,,,,,,,,,,,,,,,,,
21156,Bulleen,0,0,"1,558",13,343,<5,84,432,189,413,300,483,220,161,11,32,<5,"2,016",<5,6,6,0,<5,<5,13,103,315,,,,,,,,,,,,,,,,,,,,,
21157,Doncaster,0,0,"2,432",39,525,10,157,989,378,905,661,"1,112",494,386,43,65,<5,"3,406",6,12,18,0,<5,<5,20,224,774,,,,,,,,,,,,,,,,,,,,,
21158,Doncaster East,<5,<5,"3,225",25,637,12,177,"1,026",396,"1,413",992,"1,519",684,433,52,88,<5,"4,292",<5,16,14,0,<5,<5,18,295,867,,,,,,,,,,,,,,,,,,,,,
21159,Templestowe,0,0,"1,610",26,340,<5,84,629,198,527,373,662,315,191,13,42,<5,"2,121",<5,<5,6,0,<5,0,11,136,281,,,,,,,,,,,,,,,,,,,,,
21160,Templestowe Lower,0,0,"1,775",19,418,<5,111,696,221,487,351,620,274,186,13,35,<5,"2,388",0,14,9,0,7,<5,9,101,334,,,,,,,,,,,,,,,,,,,,,
21161,Blackburn,<5,0,"1,914",26,408,11,87,659,389,725,519,958,445,250,21,45,<5,"2,721",<5,<5,12,0,<5,0,21,195,631,,,,,,,,,,,,,,,,,,,,,
21162,Blackburn South,0,<5,"1,402",17,247,5,58,302,289,425,337,533,241,191,13,29,<5,"1,972",<5,9,13,<5,<5,0,20,104,497,,,,,,,,,,,,,,,,,,,,,
21163,Box Hill,<5,0,"1,494",42,289,6,82,348,426,727,555,998,490,336,31,52,<5,"2,319",<5,10,17,0,0,<5,41,249,874,,,,,,,,,,,,,,,,,,,,,
21164,Box Hill North,0,0,"1,581",48,326,6,88,447,342,697,532,749,314,232,30,45,<5,"2,313",<5,11,8,0,0,0,24,141,617,,,,,,,,,,,,,,,,,,,,,
21165,Burwood,6,<5,"1,106",32,188,<5,60,262,235,345,263,772,521,200,12,38,<5,"1,600",<5,5,5,0,<5,0,23,458,640,,,,,,,,,,,,,,,,,,,,,
21166,Burwood East,<5,0,"1,405",14,256,<5,68,370,250,424,293,550,263,152,26,20,<5,"1,912",<5,<5,<5,0,<5,0,10,123,333,,,,,,,,,,,,,,,,,,,,,
21167,Surrey Hills (East) - Mont Albert,<5,<5,541,19,108,6,16,362,109,190,144,335,179,73,<5,20,0,785,0,0,<5,0,0,<5,7,90,225,,,,,,,,,,,,,,,,,,,,,
21168,Beaumaris,0,0,"1,015",14,197,<5,32,627,125,231,162,340,140,84,6,17,0,"1,339",<5,0,5,0,<5,0,5,70,175,,,,,,,,,,,,,,,,,,,,,
21169,Brighton (Vic.),0,0,"1,195",21,227,<5,44,865,197,293,241,475,226,164,5,34,0,"1,624",<5,<5,<5,0,<5,0,11,102,314,,,,,,,,,,,,,,,,,,,,,
21170,Brighton East,0,<5,"1,120",16,251,<5,37,562,176,303,222,459,219,147,6,22,0,"1,504",<5,<5,5,0,0,0,6,108,338,,,,,,,,,,,,,,,,,,,,,
21171,Cheltenham - Highett (West),<5,0,"1,074",15,215,0,64,197,293,407,326,412,154,212,10,68,0,"1,672",<5,<5,5,<5,0,0,13,77,318,,,,,,,,,,,,,,,,,,,,,
21172,Hampton,<5,0,"1,328",14,338,9,102,482,549,475,377,548,220,230,11,72,0,"2,276",<5,<5,8,0,<5,<5,25,88,376,,,,,,,,,,,,,,,,,,,,,
21173,Sandringham - Black Rock,0,0,"1,327",15,186,<5,32,696,225,284,227,377,165,139,7,40,<5,"1,808",<5,0,<5,0,0,<5,11,78,296,,,,,,,,,,,,,,,,,,,,,
21174,Bentleigh - McKinnon,0,0,"1,907",45,440,8,108,457,412,729,532,841,377,254,15,54,0,"2,709",<5,10,6,0,<5,<5,21,197,710,,,,,,,,,,,,,,,,,,,,,
21175,Bentleigh East,<5,<5,"2,857",33,704,12,169,530,508,"1,100",806,"1,211",469,386,34,92,<5,"3,950",<5,<5,15,0,<5,<5,23,221,804,,,,,,,,,,,,,,,,,,,,,
21176,Carnegie,<5,0,"1,505",28,313,5,71,282,425,533,409,635,288,249,15,44,<5,"2,228",<5,<5,<5,0,<5,<5,19,156,788,,,,,,,,,,,,,,,,,,,,,
21177,Caulfield - North,<5,<5,"1,084",47,284,6,52,429,330,609,473,780,306,206,61,34,0,"1,623",<5,<5,6,0,0,0,22,215,738,,,,,,,,,,,,,,,,,,,,,
21178,Caulfield - South,0,0,"1,388",34,324,<5,76,541,344,395,299,591,260,230,9,26,0,"2,042",<5,6,6,0,0,<5,12,151,599,,,,,,,,,,,,,,,,,,,,,
21179,Elsternwick,<5,0,801,25,156,<5,34,269,194,281,212,377,144,139,21,22,0,"1,157",<5,<5,<5,0,0,0,6,76,402,,,,,,,,,,,,,,,,,,,,,
21180,Hughesdale,0,0,725,7,152,<5,55,96,141,260,201,326,153,119,8,23,0,997,<5,<5,<5,0,<5,0,12,83,268,,,,,,,,,,,,,,,,,,,,,
21181,Murrumbeena,<5,0,672,12,159,0,37,164,177,240,179,330,158,117,9,17,0,"1,002",0,5,5,0,<5,<5,8,89,304,,,,,,,,,,,,,,,,,,,,,
21182,Ormond - Glen Huntly,<5,<5,886,19,246,<5,78,188,252,427,324,514,218,208,10,23,<5,"1,365",0,<5,<5,0,0,0,10,124,562,,,,,,,,,,,,,,,,,,,,,
21183,Aspendale Gardens - Waterways,0,0,706,9,217,10,61,118,157,356,232,409,191,104,<5,22,0,"1,042",0,<5,<5,0,0,<5,11,77,131,,,,,,,,,,,,,,,,,,,,,
21184,Braeside,0,0,10,0,0,0,0,0,<5,<5,<5,<5,0,5,0,0,0,13,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,
21185,Carrum - Patterson Lakes,<5,0,"1,297",12,248,6,72,243,290,544,427,539,200,256,7,87,0,"1,945",<5,<5,7,0,0,0,21,77,442,,,,,,,,,,,,,,,,,,,,,
21186,Chelsea - Bonbeach,<5,0,"1,804",22,309,5,116,221,458,654,539,663,230,388,19,97,<5,"2,746",<5,<5,9,0,<5,<5,19,72,859,,,,,,,,,,,,,,,,,,,,,
21187,Chelsea Heights,0,0,683,5,129,<5,48,51,119,299,219,248,94,110,6,34,<5,970,<5,0,<5,0,<5,0,16,39,298,,,,,,,,,,,,,,,,,,,,,
21188,Cheltenham - Highett (East),<5,<5,"2,704",26,478,11,155,499,596,957,767,986,398,417,28,111,<5,"3,893",<5,5,9,0,<5,<5,31,168,853,,,,,,,,,,,,,,,,,,,,,
21189,Edithvale - Aspendale,0,0,"1,190",12,256,6,59,257,249,486,367,489,182,200,14,56,0,"1,752",<5,<5,<5,0,<5,<5,15,70,400,,,,,,,,,,,,,,,,,,,,,
21190,Mentone,0,0,"1,371",16,233,<5,62,351,315,432,337,453,179,217,11,40,0,"1,964",<5,<5,7,0,0,0,17,81,613,,,,,,,,,,,,,,,,,,,,,
21191,Moorabbin - Heatherton,<5,0,850,14,205,6,55,154,256,395,299,402,147,149,15,30,<5,"1,304",<5,5,<5,0,<5,<5,19,61,359,,,,,,,,,,,,,,,,,,,,,
21192,Moorabbin Airport,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
21193,Mordialloc - Parkdale,0,<5,"1,846",40,368,11,98,415,429,680,527,830,375,333,20,69,0,"2,728",5,9,9,0,<5,<5,25,142,616,,,,,,,,,,,,,,,,,,,,,
21194,Malvern - Glen Iris,0,0,"1,151",33,212,<5,37,593,207,318,271,520,271,169,5,35,0,"1,559",<5,<5,<5,0,<5,<5,8,172,535,,,,,,,,,,,,,,,,,,,,,
21195,Malvern East,5,<5,"1,277",23,333,<5,58,627,304,377,298,646,295,196,10,42,0,"1,877",<5,0,5,0,<5,0,8,160,540,,,,,,,,,,,,,,,,,,,,,
21196,Bundoora - East,<5,<5,"1,318",17,330,8,86,216,255,517,405,611,271,213,23,46,0,"1,901",<5,<5,6,0,<5,0,15,131,413,,,,,,,,,,,,,,,,,,,,,
21197,Greensborough,<5,0,"2,076",24,502,12,122,424,408,859,665,"1,043",499,353,14,108,0,"3,037",6,<5,8,0,<5,<5,31,181,614,,,,,,,,,,,,,,,,,,,,,
21198,Heidelberg - Rosanna,<5,<5,"1,419",38,282,8,66,504,315,476,366,685,329,209,15,65,<5,"2,080",5,5,<5,0,0,0,20,142,588,,,,,,,,,,,,,,,,,,,,,
21199,Heidelberg West,7,5,"1,299",51,481,15,246,95,982,"1,010",877,"1,275",516,658,102,173,0,"3,112",<5,10,10,0,<5,<5,64,298,847,,,,,,,,,,,,,,,,,,,,,
21200,Ivanhoe,<5,0,840,9,211,<5,68,281,231,290,221,433,222,151,13,27,0,"1,288",<5,<5,6,0,<5,0,8,97,340,,,,,,,,,,,,,,,,,,,,,
21201,Ivanhoe East - Eaglemont,0,0,402,14,110,<5,17,330,75,130,95,217,109,51,9,10,0,575,<5,0,<5,0,<5,0,<5,61,172,,,,,,,,,,,,,,,,,,,,,
21202,Montmorency - Briar Hill,0,0,"1,586",18,314,9,69,497,303,605,490,699,296,297,12,87,0,"2,313",<5,<5,<5,0,<5,<5,27,93,533,,,,,,,,,,,,,,,,,,,,,
21203,Viewbank - Yallambie,<5,<5,"2,042",25,460,10,123,522,374,752,574,863,389,251,20,67,<5,"2,874",<5,7,11,0,<5,<5,26,136,494,,,,,,,,,,,,,,,,,,,,,
21204,Watsonia,<5,<5,"1,080",12,313,9,97,160,301,488,374,486,196,191,16,66,0,"1,706",0,0,6,0,<5,0,16,67,343,,,,,,,,,,,,,,,,,,,,,
21205,Kingsbury,<5,<5,780,35,194,9,56,130,174,363,259,775,528,178,23,45,0,"1,161",<5,7,<5,0,<5,0,23,445,592,,,,,,,,,,,,,,,,,,,,,
21206,Preston,7,6,"3,113",205,"1,038",18,388,309,"1,321","1,493","1,173","2,353","1,056","1,179",90,191,<5,"5,625",8,14,14,0,16,5,72,511,"1,969",,,,,,,,,,,,,,,,,,,,,
21207,Reservoir - East,5,<5,"3,388",91,"1,014",21,442,256,"1,273","1,696","1,401","2,036",786,"1,087",104,234,<5,"5,980",7,14,13,0,15,5,101,369,"1,843",,,,,,,,,,,,,,,,,,,,,
21208,Reservoir - West,9,7,"3,355",68,997,27,381,297,"1,024","1,440","1,157","1,606",617,807,90,200,<5,"5,421",8,8,15,0,13,<5,58,273,"1,542",,,,,,,,,,,,,,,,,,,,,
21209,Eltham,0,<5,"1,501",35,422,25,71,611,313,709,521,942,448,266,19,56,<5,"2,217",5,0,5,0,0,<5,19,149,397,,,,,,,,,,,,,,,,,,,,,
21210,Hurstbridge,0,0,289,<5,84,<5,21,42,49,195,141,185,67,64,5,15,0,422,0,0,0,0,0,0,<5,20,57,,,,,,,,,,,,,,,,,,,,,
21211,Kinglake,<5,<5,266,9,101,<5,44,42,145,249,170,193,74,79,11,25,<5,539,<5,0,<5,0,0,<5,9,17,81,,,,,,,,,,,,,,,,,,,,,
21212,Panton Hill - St Andrews,<5,0,337,13,82,<5,17,123,71,271,199,232,103,95,9,32,0,561,<5,0,<5,0,0,0,5,25,101,,,,,,,,,,,,,,,,,,,,,
21213,Plenty - Yarrambat,<5,0,641,8,190,7,46,178,134,263,179,348,152,108,<5,33,0,937,0,<5,5,0,<5,0,5,50,137,,,,,,,,,,,,,,,,,,,,,
21214,Research - North Warrandyte,0,0,329,15,117,<5,26,195,70,190,129,258,107,62,<5,13,0,490,<5,<5,<5,0,0,0,<5,41,84,,,,,,,,,,,,,,,,,,,,,
21215,Wattle Glen - Diamond Creek,0,0,923,11,275,9,58,228,219,496,387,588,280,185,8,55,0,"1,408",7,0,<5,0,0,0,16,84,250,,,,,,,,,,,,,,,,,,,,,
21216,Bundoora - North,<5,<5,575,19,208,5,57,74,216,315,237,509,296,129,17,22,<5,941,<5,<5,<5,0,<5,<5,10,248,453,,,,,,,,,,,,,,,,,,,,,
21217,Bundoora - West,5,<5,"1,006",18,271,7,110,100,194,323,255,528,305,158,20,34,<5,"1,450",<5,<5,<5,0,<5,0,19,233,461,,,,,,,,,,,,,,,,,,,,,
21218,Epping,8,11,"2,871",61,"1,642",35,831,195,"1,402","4,312","3,407","3,393",925,"1,389",387,460,7,"6,456",9,37,23,0,12,12,127,464,"2,318",,,,,,,,,,,,,,,,,,,,,
21219,Lalor,<5,<5,"3,379",39,"1,494",17,720,194,"1,156","1,965","1,548","2,004",628,998,192,250,6,"6,070",10,24,16,0,15,8,99,322,"1,410",,,,,,,,,,,,,,,,,,,,,
21220,Mill Park - North,<5,6,"1,599",42,703,16,264,128,520,"1,125",854,"1,187",467,490,69,105,5,"2,786",<5,10,8,0,6,<5,36,230,693,,,,,,,,,,,,,,,,,,,,,
21221,Mill Park - South,<5,<5,"1,117",24,497,7,228,77,412,779,614,855,335,378,59,105,0,"2,103",5,10,8,0,5,<5,48,158,511,,,,,,,,,,,,,,,,,,,,,
21222,South Morang,11,12,"3,612",81,"1,778",75,629,362,"1,204","5,427","4,149","3,809","1,118","1,307",248,723,<5,"7,069",16,18,39,0,6,8,152,478,"2,677",,,,,,,,,,,,,,,,,,,,,
21223,Thomastown,<5,7,"3,481",32,"1,373",14,629,181,"1,129","1,655","1,364","1,759",552,932,150,204,<5,"5,959",9,28,11,0,23,11,81,269,"1,322",,,,,,,,,,,,,,,,,,,,,
21224,Wallan,<5,5,"1,042",14,514,14,197,109,402,"1,474","1,186","1,019",235,448,60,276,0,"2,215",5,<5,<5,0,<5,<5,52,110,736,,,,,,,,,,,,,,,,,,,,,
21225,Whittlesea,<5,<5,910,5,242,7,109,129,253,515,388,416,154,160,13,73,0,"1,474",<5,<5,5,0,0,<5,18,56,301,,,,,,,,,,,,,,,,,,,,,
21226,Airport West,0,<5,"1,197",18,318,<5,105,116,199,354,293,401,154,190,10,37,0,"1,662",<5,0,<5,0,<5,0,17,54,334,,,,,,,,,,,,,,,,,,,,,
21227,Essendon Airport,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21228,Keilor,<5,0,"1,216",9,349,<5,111,301,136,342,264,390,146,164,8,34,0,"1,667",<5,<5,<5,0,<5,<5,12,52,229,,,,,,,,,,,,,,,,,,,,,
21229,Keilor East,<5,<5,"4,412",32,"1,112",11,375,664,585,"1,069",769,"1,290",526,547,45,98,<5,"5,853",6,15,14,0,9,<5,28,245,785,,,,,,,,,,,,,,,,,,,,,
21230,Niddrie - Essendon West,<5,<5,725,22,178,5,45,115,120,255,202,293,122,96,5,41,0,995,0,<5,5,0,<5,0,6,61,216,,,,,,,,,,,,,,,,,,,,,
21231,Strathmore,<5,0,702,14,224,<5,53,263,134,257,190,392,170,113,5,24,0,"1,025",<5,<5,<5,0,<5,0,17,70,191,,,,,,,,,,,,,,,,,,,,,
